Date,Time,Headlines,Description,Company,Ticker,headlines_polarity,description_polarity,Final_sentiment,Open,Close,Adj Close
2019-10-23,20:50:00,"Everything Jim Cramer said on 'Mad Money,' including earnings, CSX and ServiceNow CEOs","Jim Cramer breaks down the week in earnings reports, gets an update on CSX's precision railroading strategy with CEO Jim Foote, gets a read on the digital transformation story with ServiceNow and makes recommendations in chipmakers and medtech.",ServiceNow,NOW,-0.625,-0.0777777777777777,1,216.3000030517578,220.00999450683597,220.00999450683597
2019-10-18,19:13:00,"Let's swap Netflix for Microsoft, Jim Cramer says in FAANG audit","CNBC's Jim Cramer says it's time to retire ""FAANG"" to make way for a new name that represents the five most valuable technology stocks on the S&P 500.",Microsoft,MSFT,0.0,0.3181818181818182,2,139.75999450683594,137.41000366210938,132.2322998046875
2019-10-16,18:48:00,Salesforce's Marc Benioff on the future of Big Tech: 'Capitalism needs guardrails',"""Capitalism needs guardrails. ... That's a very important part of the future of technology as well,"" Salesforce co-CEO Marc Benioff tells CNBC's Jim Cramer.",Salesforce,CRM,0.0,0.26,1,147.25999450683594,146.97000122070312,146.97000122070312
2019-09-23,16:04:00,Zscaler CEO shrugs off Palo Alto Networks: 'They feel the pain and they try to attack everyone',"Zscaler CEO Jay Chaudhry tells Jim Cramer the company is ""very bullish"" about its prospects, despite competition for clients from Palo Alto Networks.",Palo Alto Networks,PANW,0.0,0.2,2,69.78666687011719,69.90333557128906,69.90333557128906
2019-09-17,20:16:00,"Everything Jim Cramer said on 'Mad Money,' including Fed meeting, Microsoft and Apple, Pelosi","Jim Cramer explains what to expect from the Federal Reserve's September meeting, why Microsoft and Apple's stock could soon pop, and his wide-ranging interview with House Speaker Nancy Pelosi.",Microsoft,MSFT,-0.625,0.0,1,136.9600067138672,137.38999938964844,132.21304321289062
2019-08-27,19:06:00,Cramer's lightning round: Discipline says sell some of the hot Enphase stock,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Enphase,ENPH,0.0249999999999999,-0.4125,1,34.880001068115234,33.04999923706055,33.04999923706055
2019-08-26,13:31:00,"Digital wave and values-based business are driving Salesforce's growth, CEO says","Companies want to know our values and if they work with us, ""they want to be aligned with those values,"" Salesforce co-CEO Keith Block says.",Salesforce,CRM,0.0,0.0,2,153.50999450683594,155.13999938964844,155.13999938964844
2019-08-20,14:06:00,Cramer's lightning round: The reason investors should own Microsoft,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Microsoft,MSFT,0.1999999999999999,-0.4125,1,138.2100067138672,137.25999450683594,132.08795166015625
2019-08-05,21:41:00,Cramer Remix: Why Microsoft is the best of the large-cap stocks,Jim Cramer explains that Microsoft is the one to buy of the large cap stocks due to its little China exposure and its recent quarter.,Microsoft,MSFT,1.0,-0.0245535714285714,1,133.3000030517578,132.2100067138672,126.80596160888672
2019-07-29,19:24:00,Cramer's lightning round: Red Hat's Jim Whitehurst is 'changing the culture' at IBM,Jim Cramer takes calls and delivers his thoughts about callers' stock picks of the day.,IBM,IBM,-0.1,0.0,1,144.46463012695312,144.24473571777344,115.6972885131836
2019-07-18,19:25:00,Cramer: IBM earnings prove the company paid the right price for Red Hat,"""It was a competitive situation, people, so IBM paid what they had to pay to get the job done,"" Jim Cramer says.",IBM,IBM,0.1428571428571428,0.0,1,136.2332763671875,143.04971313476562,114.73878479003906
2019-07-09,19:25:00,CEO Ginni Rometty: Red Hat's open-source software 'is a play that helps all of IBM',"IBM will unlock growth by expanding its new Red Hat subsidiary services across the globe, CEO Ginni Rometty tells Jim Cramer.",IBM,IBM,0.0,0.0681818181818181,2,134.4263916015625,133.2026824951172,106.8405532836914
2019-06-11,19:17:00,Tableau CEO breaks down how the company will operate within Salesforce,"""Our engineers can't wait to pop the hood on those and check out what things that we might use on behalf of our customers,"" CEO Adam Selipsky says.",Salesforce,CRM,-0.1555555555555555,0.0,1,155.30999755859375,150.14999389648438,150.14999389648438
2019-06-10,19:22:00,Salesforce's Marc Benioff defends Tableau deal: They 'didn't want our cash',"""Tableau didn't want our cash — they wanted our equity, because they know that the real value here is in the company that we're creating together,"" Benioff tells Jim Cramer in an interview.",Salesforce,CRM,0.0,0.2,1,153.47999572753906,152.7899932861328,152.7899932861328
2019-06-07,16:17:00,"Salesforce CEO supports probing big tech, says tech must 'get the values straight'","""We are at a point in our industry where enough is enough,"" Marc Benioff says. We must ""get the values straight with these tech companies.""",Salesforce,CRM,0.1,0.0666666666666666,1,159.83999633789062,161.27000427246094,161.27000427246094
2019-06-05,09:54:00,Salesforce's Benioff: 'Massive' digital transformation is driving our growth,"The digital customer transformation ""is as big as Y2K was for the tech industry,"" CEO Marc Benioff says.",Salesforce,CRM,0.0,0.0,1,157.14999389648438,158.44000244140625,158.44000244140625
2019-05-31,19:17:00,"IBM CEO: AI-driven jobs are coming, and businesses need to prepare a new generation of workers","""We build these technologies so I think we have a responsibility … to prepare society for these technologies,"" CEO Ginni Rometty says.",IBM,IBM,0.1363636363636363,0.0,2,122.79158782958984,121.40535736083984,97.37803649902344
2019-05-14,18:56:00,Cramer's lightning round: We're late to the Qualcomm party — Not here,"It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Qualcomm,QCOM,-0.25,-0.4125,1,84.2699966430664,86.12999725341797,77.1807632446289
2019-05-09,20:45:00,Cramer's lightning round: Zebra Technologies is a kind of fast grower we like,"It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Zebra Technologies,ZBRA,0.1999999999999999,-0.4125,1,197.8800048828125,195.5399932861328,195.5399932861328
2019-05-01,19:49:00,"AMD CEO: With new products launching, 2019 is a 'growth year'","""As we go three to five years forward, we have a lot of things in the hopper,"" CEO Lisa Su said.",AMD,AMD,0.1363636363636363,0.0,2,28.950000762939453,26.809999465942383,26.809999465942383
2019-04-25,19:08:00,Cramer's lightning round: This stock can benefit from Intel's pullback,Jim Cramer zips through his responses to callers' favorite stock picks in the lightning round.,Intel,INTC,-0.2,0.15,1,58.29999923706055,57.61000061035156,50.56288528442383
2019-04-24,19:49:00,"Don't wait for the 'all clear' on chip sales to make a bet on Texas Instruments, Cramer says",Jim Cramer is warning investors not to miss out on easy gains by waiting until the end of the semiconductor cycle to buy Texas Instruments.,Texas Instruments,TXN,0.1,0.4333333333333333,0,115.0,118.43000030517578,103.8824691772461
2019-04-08,21:02:00,"Cramer: Setbacks in Apple, Nvidia, McCormick have been 'terrific' buying opportunities",Jim Cramer explains why stockholders of household names should not be too quick to pull the trigger when they hit a rough patch.,Nvidia,NVDA,0.0,0.1166666666666666,1,47.43000030517578,47.9474983215332,47.6282844543457
2019-03-04,22:06:00,Salesforce co-CEO Benioff says $30 billion in revenue is 'right around the corner',Salesforce co-CEO Marc Benioff tells Jim Cramer how three computing trends are driving growth at the cloud software company.,Salesforce,CRM,0.2857142857142857,0.0,1,165.55999755859375,158.5,158.5
2019-02-15,19:36:00,Cramer Remix: This single statement by Nvidia speaks volumes,Jim Cramer seconds Nvidia's call for more computing and explains why investors have reason to believe in the stock's bottom.,Nvidia,NVDA,-0.0714285714285714,0.5,1,40.73749923706055,39.334999084472656,39.03289413452149
2019-01-29,19:12:00,Cramer Remix: Don't jump the gun—Nvidia's stock isn't done falling,Jim Cramer breaks down the action in the chipmaker's shares and explains how to spot a better buying opportunity.,Nvidia,NVDA,0.0,0.1481481481481481,0,34.037498474121094,32.900001525878906,32.64731979370117
2019-01-22,19:02:00,Cramer's lightning round: I'm blessing a small position in Nvidia here,"Jim Cramer tears through his responses to callers' stock questions, including one on a former Wall Street darling.",Nvidia,NVDA,-0.225,0.0,1,38.9275016784668,37.192501068115234,36.9068603515625
2019-01-10,18:50:00,"Intel has the biggest addressable market it's ever seen, says company's interim CEO",Jim Cramer sits down with Intel's interim CEO and permanent CFO Bob Swan to get his take on the technology giant's future.,Intel,INTC,0.0,-0.0518518518518518,0,47.75,48.560001373291016,42.351470947265625
2019-01-08,23:11:00,"Apple CEO Tim Cook rips into Qualcomm, leaves little chance of a settlement in patent dispute",Qualcomm and CEO Steve Mollenkopf have repeatedly said the company expects to settle the dispute with Apple outside of court.,Qualcomm,QCOM,-0.1875,0.0,0,56.709999084472656,55.95000076293945,49.5602912902832
2019-01-04,19:02:00,Cramer's lightning round: 'Do some trimming' in Qualcomm if the stock rallies,"Jim Cramer rattles off his responses to callers' stock questions, including one on a technology company with ties to China.",Qualcomm,QCOM,-0.2,0.0,1,56.5,56.59999847412109,50.13606643676758
2018-12-10,19:05:00,Cramer's lightning round: Cisco is currently the cheapest large-cap tech stock,"Jim Cramer rattles off his responses to callers' stock questions, including one on tech giant Cisco Systems.",Cisco,CSCO,-0.1,0.0,1,46.29999923706055,46.86000061035156,40.26627731323242
2018-12-07,19:42:00,"Cramer: Buy shares in cloud plays Salesforce, Splunk, VMware, Workday on downturns",Jim Cramer recommends scaling into the stocks of cloud companies with strong fundamentals when the stock market drops.,Salesforce,CRM,0.0,0.4333333333333333,1,141.89999389648438,135.9499969482422,135.9499969482422
2018-11-29,12:06:00,"We have the first-mover advantage in 5G, Qualcomm CEO says",Jim Cramer and Qualcomm CEO Steve Mollenkopf discuss the future of 5G cellular service and its effect on the cellular industry as a whole.,Qualcomm,QCOM,0.0,0.1,2,57.88999938964844,58.11000061035156,50.92080307006836
2018-11-28,12:05:00,"Salesforce has never been stronger or in a better position than it is now, CEO says after earnings",Jim Cramer hears from Salesforce.com CEO Marc Benioff after the software giant's third-quarter earnings report.,Salesforce,CRM,0.5,0.0,2,138.47999572753906,140.63999938964844,140.63999938964844
2018-11-16,19:08:00,Cramer: Don't buy shares of Nvidia—the chipmaker is in the penalty box for now,Jim Cramer tells investors to steer clear of Nvidia's stock as it hovers near its 52-week lows.,Nvidia,NVDA,0.0,0.1,1,40.83000183105469,41.10749816894531,40.75101852416992
2018-11-14,19:27:00,Cisco CEO 'optimistic that we'll get some resolution' on US-China trade dispute,Jim Cramer hears from Cisco Systems Chairman and CEO Chuck Robbins about how his networking hardware giant is faring in a time of trade war.,Cisco,CSCO,0.0,0.0,1,45.459999084472656,44.33000183105469,38.09228897094727
2018-11-12,19:04:00,Cramer's lightning round: How investors should approach the 'best-in-show' stock of Nvidia,"Jim Cramer hosts a special Veterans Day edition of the lightning round, taking current and former U.S. Armed Forces members' stock questions.",Nvidia,NVDA,-0.2,0.0392857142857142,1,50.494998931884766,47.3849983215332,46.97407913208008
2018-11-07,19:08:00,Cramer's lightning round: Cisco's stock is a buy 'right here',"Jim Cramer flies through his take on callers' favorite stocks, including a Silicon Valley giant that his charitable trust is eyeing.",Cisco,CSCO,0.0428571428571428,0.3666666666666667,1,46.97999954223633,47.900001525878906,41.15995407104492
2018-11-06,10:25:00,Cramer: Pay attention to recent insider buying at GE and IBM,"Jim Cramer suggests investors take note of recent insider buying at IBM and GE, along with corporate buybacks at Apple and Berkshire Hathaway.",IBM,IBM,0.0,0.0,1,115.3919677734375,117.7055435180664,91.0677261352539
2018-11-02,20:11:00,Cramer's lightning round: It's time to buy the stock of Microsoft,"Jim Cramer says it's time to buy Microsoft on its ""great"" earnings report after tech-sector weakness pulled its shares lower.",Microsoft,MSFT,-0.2,0.8,0,106.4800033569336,106.16000366210938,100.57933807373048
2018-10-29,19:05:00,IBM CEO: Red Hat deal is a 'game-changer' that will grow cash flow and gross margins in first year,Jim Cramer sits down with the CEOs of IBM and Red Hat after a blockbuster deal between the two cloud companies.,IBM,IBM,0.0833333333333333,-0.0777777777777777,1,114.09178161621094,114.37858581542967,88.49369812011719
2018-10-24,19:10:00,Cramer Remix: One line in AMD's earnings report was enough to hurt the stock,Jim Cramer breaks down the rationality behind AMD's post-earnings decline.,AMD,AMD,0.0,-0.2777777777777778,0,25.040000915527344,22.790000915527344,22.790000915527344
2018-10-22,19:14:00,Cramer's charts suggest shares of the downtrodden IBM are 'ready to roar higher',"Jim Cramer and technician Larry Williams inspect the charts of IBM, which seem to show the beleaguered tech stock on the cusp of a rally.",IBM,IBM,0.225,0.0,1,123.88145446777344,124.3021011352539,96.17141723632812
2018-10-18,18:58:00,"Cramer's 5 favorite tech stocks right now, including Apple, Salesforce and Adobe","Jim Cramer reveals his top ""power"" players in the information technology space, including consumer tech plays, software giants and a fintech kicker.",Salesforce,CRM,0.3928571428571428,0.5,1,146.08999633789062,142.83999633789062,142.83999633789062
2018-10-15,19:02:00,Cramer's lightning round: Cisco's stock is a buy ahead of the company's earnings report,"Jim Cramer zips through his take on callers' favorite stocks, including a technology hardware giant in the throes of marketwide weakness.",Cisco,CSCO,-0.2,0.25,1,45.52000045776367,44.66999816894531,38.38444137573242
2018-10-03,18:55:00,"Cramer: Between Western Digital and Micron, Micron's stock is the one worth owning",Jim Cramer breaks down the declines in shares of chipmakers Western Digital and Micron and explains why he thinks Micron is more valuable.,Western Digital,WDC,0.0999999999999999,0.0861111111111111,1,57.91999816894531,58.36000061035156,54.63941192626953
2018-10-02,18:58:00,Cramer: Charts show 'old-school' chip stocks like Intel ready to roar,Jim Cramer and Carolyn Boroden inspect the charts of some key semiconductor stocks and determine that investors may see quicker gains by buying the more established plays.,Intel,INTC,0.2,0.25,2,47.5099983215332,48.09999847412109,41.68793487548828
2018-09-28,19:12:00,"ServiceNow CEO: We want work technology to be just as easy as eBay, PayPal, Uber","Jim Cramer sits down with ServiceNow President and CEO John Donahoe to hear how the leader of the ""cloud king"" is trying to simplify the way we do work.",ServiceNow,NOW,0.4333333333333333,-0.1555555555555555,1,194.5800018310547,195.6300048828125,195.6300048828125
2018-09-27,19:24:00,Cisco CEO says Silicon Valley companies 'have to care' about issues like homelessness,Jim Cramer gets an exclusive read on Cisco Systems' recent projects and deals in an interview with Chairman and CEO Chuck Robbins.,Cisco,CSCO,0.0,0.0,1,48.33000183105469,48.33000183105469,41.25054550170898
2018-09-26,08:35:00,Salesforce CEO on Apple partnership: 'I have Apple in my veins',"Jim Cramer sits down with Salesforce.com chief Marc Benioff, who speaks to his company's newly forged deal with Apple.",Salesforce,CRM,0.0,-0.0095959595959596,1,159.05999755859375,158.3300018310547,158.3300018310547
2018-09-11,19:05:00,Cramer's lightning round: Don't block the 'freight train' that is Skyworks Solutions' stock,"Jim Cramer zips through his take on callers' favorite stocks, including a chipmaker that's having trouble picking up the pieces.",Skyworks Solutions,SWKS,-0.2,0.15,0,86.6500015258789,85.83000183105469,78.18367767333984
2018-09-11,19:00:00,Cramer pinpoints the key to AMD's success: Its massive end market,"Jim Cramer breaks down what's going right at Advanced Micro Devices, a semiconductor company going up against Intel and Nvidia.",AMD,AMD,0.0999999999999999,0.1767195767195767,2,30.020000457763672,30.100000381469727,30.100000381469727
2018-09-04,19:06:00,Cramer apologizes for his Autodesk call: It was 'a huge mistake',Jim Cramer admits he misjudged the stock of Autodesk and issues apologies to the company's management and investors.,Autodesk,ADSK,0.4000000000000001,0.0,1,154.1699981689453,153.58999633789062,153.58999633789062
2018-08-22,11:07:00,Cramer: Cisco's latest quarter proves shift to software is working,Jim Cramer says that Cisco's fourth quarter is finally bearing the fruit from CEO Chuck Robbins' plan for the company.,Cisco,CSCO,0.4,0.0,1,45.95000076293945,45.9900016784668,39.25332260131836
2018-07-19,18:11:00,"Microsoft's 17 percent revenue growth is not sustainable, says CFRA Research's Kessler",Kevin Landis of Firsthand Capital Management and Scott Kessler of CFRA research join the 'Closing Bell' crew to discuss Microsoft's Q2 earnings announcement and its Github acquisition. ,Microsoft,MSFT,0.0,0.0,2,104.93000030517578,104.4000015258789,98.5326690673828
2018-07-18,18:55:00,"Big banks like Deutsche choose IBM to run their blockchain for 3 reasons, IBM executive says","Jim Cramer sits down with Martin Schroeter, senior vice president of IBM global markets, who says IBM is a leading choice for blockchain implementation among international companies.",IBM,IBM,0.0,-0.0518518518518518,1,137.1988525390625,138.1644287109375,105.7540283203125
2018-06-21,18:54:00,Okta CEO explains why his cybersecurity company has a leg up on big-name tech giants like Microsoft,"Jim Cramer hears from Okta co-founder, Chairman and CEO Todd McKinnon about his cybersecurity company's prospects.",Microsoft,MSFT,0.0,0.0,1,102.08000183105467,101.13999938964844,95.45586395263672
2018-06-21,18:52:00,"Cramer: CEO change aside, Intel's stock is too cheap at these levels",Jim Cramer backs the stock of Intel despite Thursday's unexpected leadership change at the chipmaker.,Intel,INTC,0.4,0.1,1,54.380001068115234,52.18999862670898,44.95929336547852
2018-06-15,19:01:00,Cramer Remix: The Qualcomm-NXP deal could signal what’s next for trade,Jim Cramer reveals how the moves in NXP Semiconductors and Qualcomm could hint at what’s to come in the U.S.-China trade battle.,Qualcomm,QCOM,0.0,0.0,1,59.869998931884766,59.86000061035156,51.980987548828125
2018-06-12,18:53:00,"Cisco CEO says new Google Cloud partnership 'plays an enormous role' in security, policy",Jim Cramer gets Cisco Systems Chairman and CEO Chuck Robbins' take on his computer hardware company's latest venture with Alphabet's Google.,Cisco,CSCO,0.0681818181818181,0.5,1,43.68000030517578,43.93999862670898,37.21355438232422
2018-06-07,13:51:00,Qualcomm CEO on 'hostile' Broadcom bid: You have to engage with companies 'through the front door',"Jim Cramer gets the latest on Qualcomm's bid for NXP Semiconductors, its dispute with Apple and the failed Broadcom deal from CEO Steven Mollenkopf.",Qualcomm,QCOM,0.0,0.0,0,62.0,60.63999938964844,52.658321380615234
2018-06-06,02:31:00,Former SoftBank and Google exec Nikesh Arora talks taking over Palo Alto Networks with outgoing CEO,Jim Cramer hears from Palo Alto Networks' incoming CEO Nikesh Arora and outgoing CEO Mark McLaughlin as he prepares to step down.,Palo Alto Networks,PANW,0.0,-0.1555555555555555,1,67.88666534423828,67.66000366210938,67.66000366210938
2018-05-29,19:34:00,Salesforce CEO Marc Benioff: The economy is really ripping,"Jim Cramer sits down with Salesforce founder, Chairman and CEO Marc Benioff to discuss the company's earnings results.",Salesforce,CRM,0.2,-0.1555555555555555,1,126.75,126.87999725341795,126.87999725341795
2018-05-23,19:57:00,Cramer's charts suggest investors buy Akamai and sell Walmart,Jim Cramer and technician Marc Chaikin find clear buy and sell signals in the charts of Akamai Technologies and Walmart.,Akamai,AKAM,0.0,0.1,1,75.77999877929688,77.0199966430664,77.0199966430664
2018-05-11,19:54:00,Cramer: Forget Nvidia's slowing crypto franchise—this best-in-show stock is a buy,Jim Cramer reiterates his bullish call on Nvidia after the chipmaking giant's earnings report.,Nvidia,NVDA,0.0,0.0,2,63.19499969482422,63.63249969482422,63.007205963134766
2018-04-19,19:16:00,"Cramer tracks the 'very close' race to $1 trillion between Apple, Amazon, Alphabet and Microsoft",Jim Cramer examines four massive tech giants to see which one is most likely to win the race to a $1 trillion in market cap.,Microsoft,MSFT,0.2,0.325,2,96.44000244140624,96.11000061035156,90.31710815429688
2018-04-18,18:59:00,Cramer Remix: Wall Street’s big problem with IBM’s stock,Jim Cramer clarifies what money managers are expecting from tech giant IBM in order for the stock to be successful.,IBM,IBM,0.0,0.375,1,145.44932556152344,142.2466583251953,107.68331909179688
2018-04-18,19:02:00,Cramer's lightning round: Qualcomm needs to resolve its slew of issues,"Jim Cramer rattles off his take on callers' favorite stocks, including a technology play making headlines.",Qualcomm,QCOM,-0.2,0.5,1,55.13999938964844,55.22999954223633,47.46449279785156
2018-04-09,19:00:00,Cramer's lightning round: AMD's bitcoin-driven decline doesn't make sense,"Jim Cramer zips through his take on callers' favorite stocks, including a semiconductor play tied to cryptocurrencies.",AMD,AMD,-0.2,0.5,0,9.75,9.529999732971191,9.529999732971191
2018-03-29,19:26:00,Nvidia CEO Jensen Huang: Uber accident made us realize the importance of self-driving tech,"Jim Cramer gets Nvidia founder, President and CEO Jensen Huang's take on the recent fatal accident with an Uber self-driving vehicle.",Nvidia,NVDA,0.0,0.0,1,56.02750015258789,57.897499084472656,57.32857131958008
2018-03-27,19:32:00,Cramer: Nvidia and Twitter's stocks are the best examples of the unforgiving market,Jim Cramer uses the stocks of Nvidia and Twitter to explain the stock market's treacherous condition.,Nvidia,NVDA,1.0,0.0,1,61.9375,56.380001068115234,55.825984954833984
2018-03-15,19:22:00,Our Samsung acquisition opened up a $55 billion market: HP Inc CEO,Jim Cramer sits down with HP Inc. CEO Dion Weisler to gauge the state of the PC and printing markets.,HP Inc.,HPQ,0.0,-0.1555555555555555,2,23.549999237060547,23.479999542236328,19.750720977783203
2018-03-15,19:21:00,"Intel CEO bucks Broadcom rumors: 'We're heads down' on Altera, Mobileye acquisitions","Jim Cramer sits down with Intel CEO Brian Krzanich to discuss developments at Intel, including a recent security flaw and takeover rumors.",Intel,INTC,-0.1555555555555555,-0.0777777777777777,1,52.22999954223633,50.880001068115234,43.57927703857422
2018-03-14,19:01:00,Cramer Remix: Blast from the past Akamai is in a sweet spot for buying,Jim Cramer circles back to a formerly red-hot tech stock making a big turnaround.,Akamai,AKAM,0.0499999999999999,0.0,0,73.12000274658203,73.25,73.25
2018-03-12,19:23:00,Cramer: Micron's strength means Intel is a buy,Jim Cramer tracks intersecting trends in the technology space and makes a recommendation based on the strength of one chipmaker.,Intel,INTC,0.0,0.0,1,51.86000061035156,51.52000045776367,44.12744140625
2018-03-07,19:03:00,Cramer's lightning round: Microsoft is one of my absolute favorite stocks,"Jim Cramer fires off his take on callers' favorite stocks, including that of a popular technology company.",Microsoft,MSFT,0.1666666666666666,0.55,1,93.16000366210938,93.86000061035156,88.20272827148438
2018-02-28,19:20:00,Companies that don't value trust will 'pay a terrible price': Salesforce CEO Marc Benioff,"Jim Cramer sits down with Salesforce founder, Chairman and CEO Marc Benioff, who shares his perspective on the future of tech.",Salesforce,CRM,-1.0,-0.0777777777777777,1,117.0,116.25,116.25
2018-02-27,19:10:00,"Cramer Remix: Even on down days, HP Inc. and Hewlett Packard Enterprise continue to win",Jim Cramer highlights the growth behind HP Inc. and Hewlett Packard Enterprise.,Hewlett Packard Enterprise,HPE,0.3222222222222222,-0.4,0,18.5,18.81999969482422,15.618850708007812
2018-02-08,19:23:00,Cramer Remix: Your strategy for the stock of Nvidia in a volatile market,Jim Cramer breaks down his thoughts on Nvidia after earnings.,Nvidia,NVDA,0.0,-0.1555555555555555,0,58.470001220703125,54.380001068115234,53.81218719482422
2018-02-01,18:45:00,"Cramer pinpoints 4 stocks 'on a mission' to higher prices: Boeing, Mastercard, Idexx and Nvidia","Jim Cramer predicts that shares of Boeing, Mastercard, Idexx Laboratories and Nvidia could all hit lofty price targets in the near future.",Nvidia,NVDA,0.25,0.05,1,59.630001068115234,60.125,59.49721908569336
2018-01-19,19:05:00,Cramer's lightning round: Buy Cisco before its quarterly earnings report,"Jim Cramer shared his take on callers' favorite stocks, including a high-profile tech name about to report earnings.",Cisco,CSCO,-0.2,0.5,1,41.27999877929688,41.290000915527344,34.69035720825195
2018-01-18,19:20:00,"IBM executive says blockchain 'creates a lot of value' for manufacturers, retailers","Jim Cramer spoke with IBM's Martin Schroeter after earnings to hear his take on blockchain, bitcoin and the new tax law.",IBM,IBM,0.0,0.1363636363636363,1,162.52389526367188,161.68260192871094,121.20331573486328
2018-01-16,19:34:00,"Cramer's charts suggest Amazon, Alphabet, Netflix and Nvidia's stocks might be about to pull back",Jim Cramer examined the tech titans' weekly stock charts to determine if it's time for investors to take some profits.,Nvidia,NVDA,0.0,0.0,1,56.01250076293945,55.02750015258789,54.45292663574219
2017-12-15,19:04:00,Cramer's lightning round: Buy Cisco when it goes below $38,"Jim Cramer shared his take on callers' favorite stocks at lightning speed, including one high-profile tech name.",Cisco,CSCO,-0.2,0.5,1,38.0099983215332,38.18999862670898,31.84828758239746
2017-12-06,19:22:00,Cramer investigates Autodesk's weakness to see if the software stock is worth buying,Jim Cramer surveyed Autodesk's recent pullback after earnings to see if it's a buying opportunity or the beginnings of a broken stock.,Autodesk,ADSK,0.3,-0.2,1,105.7300033569336,106.91999816894533,106.91999816894533
2017-11-17,20:36:00,"Applied Materials CEO: 'The future of competition' is changing, and it's fueling our business",Jim Cramer caught up with Applied Materials President and CEO Gary Dickerson about his company's role in A.I. and big data.,Applied Materials,AMAT,0.0,0.0,1,60.459999084472656,56.4900016784668,52.53158187866211
2017-11-16,19:00:00,Cramer Remix: Warren Buffett selling IBM could be a sign it’s on the cusp of a turn,"Jim Cramer said the old-school tech company could be ready to make a comeback, despite the moves of Warren Buffett.",IBM,IBM,0.0,0.2,1,141.2332763671875,142.5621337890625,106.86990356445312
2017-11-16,19:08:00,Cramer: Thank Wal-Mart and Cisco's CEOs for their upside earnings surprises,Jim Cramer gave kudos to the CEOs of Wal-Mart and Cisco for their turnaround stories after better-than-expected earnings reports.,Cisco,CSCO,0.0,0.0,2,36.040000915527344,35.880001068115234,29.921878814697266
2017-11-09,19:21:00,"Cramer lists his top cybersecurity stock picks, including struggling Palo Alto Networks",Jim Cramer went over his top stock picks in the secular growth space of cybersecurity.,Palo Alto Networks,PANW,0.5,0.5,0,48.4900016784668,46.33333206176758,46.33333206176758
2017-11-07,19:58:00,Cramer: How the Salesforce-Google deal will help companies buck Amazon,"Jim Cramer explained why a Salesforce-Google combination would help companies play ""defense and offense"" against e-commerce giant Amazon.",Salesforce,CRM,0.0,0.0,1,104.94000244140624,102.72000122070312,102.72000122070312
2017-11-06,19:14:00,Salesforce CEO Marc Benioff: 'Loyalty is dead.' Here's how we're circumventing it,"Jim Cramer spoke to Salesforce.com chief Marc Benioff about customer loyalty, new technology and competition.",Salesforce,CRM,-0.2,0.1363636363636363,1,102.91999816894533,102.41999816894533,102.41999816894533
2017-11-06,19:14:00,Cramer: There's more value in the Broadcom-Qualcomm deal than analysts realize,Jim Cramer unpacked the hostile bid by Broadcom to acquire Qualcomm in what would be the largest technology deal in history.,Qualcomm,QCOM,0.5,0.0,2,64.54000091552734,62.52000045776367,52.82662963867188
2017-11-03,19:02:00,Cramer Remix: Why you should wait to hear Nvidia’s earnings before pulling the trigger,"Jim Cramer focused on Nvidia ahead of its third-quarter earnings, advising investors to listen to its conference call.",Nvidia,NVDA,0.0,0.0,1,51.79999923706055,52.17250061035156,51.59190368652344
2017-10-26,19:00:00,Cramer's lightning round: Software play Splunk doesn't live up to Salesforce,"Jim Cramer zipped through his take on callers' favorite stocks, including a smaller Salesforce competitor.",Salesforce,CRM,-0.0318181818181818,0.25,1,99.81999969482422,100.0500030517578,100.0500030517578
2017-10-25,19:01:00,Cramer Remix: Why AMD’s weak guidance could have a ripple effect on the market’s hottest sectors,"Jim Cramer broke down why he thinks AMD’s guidance could impact data centers, gaming and other red hot areas.",AMD,AMD,-0.375,-0.0076388888888888,0,12.949999809265137,12.329999923706056,12.329999923706056
2017-10-19,19:06:00,Skyworks Solutions CEO: '5G is going to solve' the world's 'digital traffic jam',Jim Cramer sat down with Skyworks Solutions CEO Liam Griffin to discuss how companies like his will tackle booming mobile growth.,Skyworks Solutions,SWKS,0.0,-0.1555555555555555,1,105.4000015258789,103.31999969482422,92.8849105834961
2017-10-18,19:51:00,"IBM will get a strong tailwind from the weak dollar, CFO Martin Schroeter says",Jim Cramer spoke with IBM CFO Martin Schroeter about the technology company's forward drivers.,IBM,IBM,0.0291666666666666,0.0,2,150.2103271484375,152.51434326171875,113.198974609375
2017-10-13,19:30:00,"Cramer: If you want to own tech and sleep at night, buy Texas Instruments",Jim Cramer presents the stock of Texas Instruments as a steady-eddie name for those seeking tamer investments in tech.,Texas Instruments,TXN,0.6,0.0,1,93.08999633789062,93.58999633789062,78.90447235107422
2017-09-28,19:10:00,"The war for A.I. leadership will be 'the biggest battle of our lifetime,' says Applied Materials CEO",Jim Cramer sits down with Applied Materials chief Gary Dickerson for the latest on the strength in display chips.,Applied Materials,AMAT,0.0,0.1722222222222222,1,48.91999816894531,50.619998931884766,47.07290267944336
